delta_x,AbsError,log_delta_x,log_AbsError
1.0,2.156516576594061,0.0,0.76849422388079
2.0,24.35575644631114,0.6931471805599453,3.1927682259554504
2.5,31.24285322050469,0.9162907318741551,3.4417906530834266
4.0,44.58156289792403,1.3862943611198906,3.797320385618746
